STOCK CODE,SUBCATEGORY NAME,SHORT DESCRIPTION,IMAGE,MANUFACTURER,MANUFACTURER SKU,DBP,RRP
NWG-WGVME111,Email Security,WatchGuard spamBlocker 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME111.jpg,Watchguard,WGVME111,1065.0000,1352.0000
NWG-WGCLG641,Firewalls & Network Security,WatchGuard Firebox Cloud Large with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCLG641.jpg,Watchguard,WGCLG641,14558.0000,20075.0000
NWG-WGVLG031,Firewalls & Network Security,WatchGuard FireboxV Large with 1-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVLG031.jpg,Watchguard,WGVLG031,9401.0000,12965.0000
NWG-WG8593,Watchguard Accessories,WatchGuard Firebox M 8 Port 1Gb SFP Fiber Module,https://www.leadersystems.com.au/Images/NWG-WG8593.jpg,Watchguard,WG8593,1535.0000,2067.0000
NWG-WGTSSAAS30101,Cloud & Server Security,WatchGuard ThreatSync+ SAAS - 1 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSSAAS30101.jpg,Watchguard,WGTSSAAS30101,37.0000,48.0000
NWG-WGPAT063,Endpoint & Mobile Protection,Panda Patch Management - 3 Year - 251 to 500 users,https://www.leadersystems.com.au/Images/NWG-WGPAT063.jpg,Watchguard,WGPAT063,47.0000,60.0000
NWG-WGEPL041,Endpoint & Mobile Protection,Panda Endpoint Protection Plus - 1 Year - 51 to 100 users,https://www.leadersystems.com.au/Images/NWG-WGEPL041.jpg,Watchguard,WGEPL041,37.0000,48.0000
NWG-WGEPL053,Endpoint & Mobile Protection,Panda Endpoint Protection Plus - 3 Year - 101 to 250 users,https://www.leadersystems.com.au/Images/NWG-WGEPL053.jpg,Watchguard,WGEPL053,80.0000,102.0000
NWG-WGT490203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T45-CW - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT490203.jpg,Watchguard,WGT490203,1095.0000,1511.0000
NWG-WGT250215,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T25 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT250215.jpg,Watchguard,WGT250215,2958.0000,4079.0000
NWG-WGT250073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T25 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT250073.jpg,Watchguard,WGT250073,893.0000,1232.0000
NWG-WGNV50065,Firewalls & Network Security,WatchGuard Standard Support for Firebox NV5 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGNV50065.jpg,Watchguard,WGNV50065,485.0000,656.0000
NWG-WGM3900071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M390 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM3900071.jpg,Watchguard,WGM3900071,2125.0000,2931.0000
NWG-WGM3900063,Firewalls & Network Security,WatchGuard Standard Support for Firebox M390 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM3900063.jpg,Watchguard,WGM3900063,2319.0000,3198.0000
NWG-WGA43022005,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP430CR - 5-year,https://www.leadersystems.com.au/Images/NWG-WGA43022005.jpg,Watchguard,WGA43022005,427.0000,590.0000
NWG-WGA33022103,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP330 - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA33022103.jpg,Watchguard,WGA33022103,171.0000,236.0000
NWG-WGA33022005,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP330 - 5-year,https://www.leadersystems.com.au/Images/NWG-WGA33022005.jpg,Watchguard,WGA33022005,427.0000,590.0000
NWG-WGA33022003,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP330 - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA33022003.jpg,Watchguard,WGA33022003,285.0000,393.0000
NWG-WGTSNDR30403,Cloud & Server Security,WatchGuard ThreatSync+ NDR   - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSNDR30403.jpg,Watchguard,WGTSNDR30403,149.0000,189.0000
NWG-WGTSFS30701,Firewalls & Network Security,WatchGuard Orion - 1 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30701.jpg,Watchguard,WGTSFS30701,35.0000,44.0000
NWG-WGTSFS30503,Firewalls & Network Security,WatchGuard Orion - 3 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30503.jpg,Watchguard,WGTSFS30503,111.0000,142.0000
NWG-WGTSSAAS30203,Cloud & Server Security,WatchGuard ThreatSync+ SAAS  - 3 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSSAAS30203.jpg,Watchguard,WGTSSAAS30203,79.0000,101.0000
NWG-WGMDRM30403,Managed Detection & Response (MDR),WatchGuard Core MDR for Microsoft - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30403.jpg,Watchguard,WGMDRM30403,143.0000,170.0000
NWG-WGTSFS30401,Firewalls & Network Security,WatchGuard Orion - 1 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30401.jpg,Watchguard,WGTSFS30401,55.0000,70.0000
NWG-WGM47521,Subscriptions & Licensing,WatchGuard Cloud 1-month data retention for M470 - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGM47521.jpg,Watchguard,WGM47521,1332.0000,1690.0000
NWG-WGSIEM30101,Firewalls & Network Security,WatchGuard SIEMFeeder - 1 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGSIEM30101.jpg,Watchguard,WGSIEM30101,12.0000,15.0000
NWG-WGT250071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T25 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT250071.jpg,Watchguard,WGT250071,407.0000,562.0000
NWG-WGM5900083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox M590 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5900083.jpg,Watchguard,WGM5900083,18501.0000,25513.0000
NWG-WGA43222101,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP432 - 1-year,https://www.leadersystems.com.au/Images/NWG-WGA43222101.jpg,Watchguard,WGA43222101,85.0000,118.0000
NWG-WGA33222101,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP332CR - 1-year,https://www.leadersystems.com.au/Images/NWG-WGA33222101.jpg,Watchguard,WGA33222101,85.0000,118.0000
NWG-WGM48000081,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox M4800 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM48000081.jpg,Watchguard,WGM48000081,23651.0000,32615.0000
NWG-WGSIEM30401,Firewalls & Network Security,WatchGuard SIEMFeeder - 1 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGSIEM30401.jpg,Watchguard,WGSIEM30401,8.0000,11.0000
NWG-WGT185173,Cloud & Server Security,WatchGuard APT Blocker 3-yr for Firebox T185,https://www.leadersystems.com.au/Images/NWG-WGT185173.jpg,Watchguard,WGT185173,1499.0000,1902.0000
NWG-WGCR20203,Firewalls & Network Security,WatchGuard Compliance Reporting - 3 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGCR20203.jpg,Watchguard,WGCR20203,66.0000,84.0000
NWG-WGTIS30501,Identity & Access Security,WatchGuard AuthPoint Total Identity Security - 1 Year - 501 to 1000 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30501.jpg,Watchguard,WGTIS30501,32.0000,41.0000
NWG-WGTSFS30201,Firewalls & Network Security,WatchGuard Orion - 1 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30201.jpg,Watchguard,WGTSFS30201,68.0000,87.0000
NWG-WGTSFS30501,Firewalls & Network Security,WatchGuard Orion - 1 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30501.jpg,Watchguard,WGTSFS30501,46.0000,59.0000
NWG-WGTSFS30601,Firewalls & Network Security,WatchGuard Orion - 1 Year - 1001 to 5000 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30601.jpg,Watchguard,WGTSFS30601,40.0000,51.0000
NWG-WGVMC031,Firewalls & Network Security,WatchGuard FireboxV Micro with 1-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVMC031.jpg,Watchguard,WGVMC031,940.0000,1297.0000
NWG-WGMDRM30701,Managed Detection & Response (MDR),WatchGuard Core MDR for Microsoft - 1 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30701.jpg,Watchguard,WGMDRM30701,43.0000,52.0000
NWG-WGSIEM30403,Firewalls & Network Security,WatchGuard SIEMFeeder - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGSIEM30403.jpg,Watchguard,WGSIEM30403,20.0000,26.0000
NWG-WGVMC003,Firewalls & Network Security,WatchGuard FireboxV Micro with 3-yr Standard Support,https://www.leadersystems.com.au/Images/NWG-WGVMC003.jpg,Watchguard,WGVMC003,883.0000,1218.0000
NWG-WGT126343,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T125-W,https://www.leadersystems.com.au/Images/NWG-WGT126343.jpg,Watchguard,WGT126343,1437.0000,1823.0000
NWG-WGT125351,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T125,https://www.leadersystems.com.au/Images/NWG-WGT125351.jpg,Watchguard,WGT125351,848.0000,1077.0000
NWG-WGT260205,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T25-W - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT260205.jpg,Watchguard,WGT260205,1681.0000,2318.0000
NWG-WGT260073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T25-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT260073.jpg,Watchguard,WGT260073,1071.0000,1478.0000
NWG-WGT260071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T25-W - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT260071.jpg,Watchguard,WGT260071,482.0000,665.0000
NWG-WGM2901601,Firewalls & Network Security,WatchGuard High Availability for M290 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM2901601.jpg,Watchguard,WGM2901601,113.0000,156.0000
NWG-WGVMC333,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV Micro,https://www.leadersystems.com.au/Images/NWG-WGVMC333.jpg,Watchguard,WGVMC333,1083.0000,1374.0000
NWG-WGTSNDR30303,Cloud & Server Security,WatchGuard ThreatSync+ NDR   - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSNDR30303.jpg,Watchguard,WGTSNDR30303,171.0000,217.0000
NWG-WGA33022101,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP330 - 1-year,https://www.leadersystems.com.au/Images/NWG-WGA33022101.jpg,Watchguard,WGA33022101,85.0000,118.0000
NWG-WGM480001601,Firewalls & Network Security,WatchGuard High Availability for M4800 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM480001601.jpg,Watchguard,WGM480001601,113.0000,156.0000
NWG-WGFCI30501,Firewalls & Network Security,WatchGuard FireCloud Internet Access - 1 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30501.jpg,Watchguard,WGFCI30501,71.0000,90.0000
NWG-WGFCI30503,Firewalls & Network Security,WatchGuard FireCloud Internet Access - 3 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30503.jpg,Watchguard,WGFCI30503,212.0000,269.0000
NWG-WGM390000,WatchGuard Blank Appliance,WatchGuard Firebox M390 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGM390000.jpg,Watchguard,WGM390000,2541.0000,3403.0000
NWG-WGA13022001,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP130 - 1-year,https://www.leadersystems.com.au/Images/NWG-WGA13022001.jpg,Watchguard,WGA13022001,142.0000,197.0000
NWG-WGT490071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T45-CW - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT490071.jpg,Watchguard,WGT490071,907.0000,1251.0000
NWG-WGT250081,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T25 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT250081.jpg,Watchguard,WGT250081,781.0000,1078.0000
NWG-WGM6900213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M690 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM6900213.jpg,Watchguard,WGM6900213,23025.0000,31751.0000
NWG-WGM6900063,Firewalls & Network Security,WatchGuard Standard Support for Firebox M690 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM6900063.jpg,Watchguard,WGM6900063,6404.0000,8832.0000
NWG-WGA43022003,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP430CR - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA43022003.jpg,Watchguard,WGA43022003,285.0000,393.0000
NWG-WGM58000073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M5800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM58000073.jpg,Watchguard,WGM58000073,94503.0000,137179.0000
NWG-WGMDRM30201,Managed Detection & Response (MDR),WatchGuard Core MDR for Microsoft - 1 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30201.jpg,Watchguard,WGMDRM30201,86.0000,103.0000
NWG-WGTSNDR30301,Cloud & Server Security,WatchGuard ThreatSync+ NDR   - 1 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSNDR30301.jpg,Watchguard,WGTSNDR30301,71.0000,91.0000
NWG-WGCR20401,Firewalls & Network Security,WatchGuard Compliance Reporting - 1 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGCR20401.jpg,Watchguard,WGCR20401,23.0000,30.0000
NWG-WGT260203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T25-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT260203.jpg,Watchguard,WGT260203,872.0000,1203.0000
NWG-WGT250083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T25 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT250083.jpg,Watchguard,WGT250083,1755.0000,2421.0000
NWG-WGM6900083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox M690 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM6900083.jpg,Watchguard,WGM6900083,25686.0000,35420.0000
NWG-WGM5901603,Firewalls & Network Security,WatchGuard High Availability for M590 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5901603.jpg,Watchguard,WGM5901603,271.0000,374.0000
NWG-WGA33222105,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP332CR - 5-year,https://www.leadersystems.com.au/Images/NWG-WGA33222105.jpg,Watchguard,WGA33222105,256.0000,354.0000
NWG-WGM58000203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox M5800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM58000203.jpg,Watchguard,WGM58000203,82372.0000,119559.0000
NWG-WGT47203,Subscriptions & Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47203.jpg,Watchguard,WGT47203,600.0000,762.0000
NWG-WGT48000-AU,WatchGuard Blank Appliance,WatchGuard Firebox T45-W-PoE  Appliance Only (AU) – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGT48000-AU.jpg,Watchguard,WGT48000-AU,911.0000,1220.0000
NWG-WGTSFS30403,Firewalls & Network Security,WatchGuard Orion - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30403.jpg,Watchguard,WGTSFS30403,130.0000,165.0000
NWG-WGAD3013,Endpoint & Mobile Protection,Panda Adaptive Defense 360 - 3 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGAD3013.jpg,Watchguard,WGAD3013,205.0000,261.0000
NWG-WGT250205,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T25 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT250205.jpg,Watchguard,WGT250205,1419.0000,1958.0000
NWG-WGA23022003,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP230W - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA23022003.jpg,Watchguard,WGA23022003,285.0000,393.0000
NWG-WGM48000063,Firewalls & Network Security,WatchGuard Standard Support for Firebox M4800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM48000063.jpg,Watchguard,WGM48000063,15452.0000,21309.0000
NWG-WGM48000,WatchGuard Blank Appliance,WatchGuard Firebox M4800 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGM48000.jpg,Watchguard,WGM48000,8273.0000,11079.0000
NWG-WGT470205,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T45-PoE - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT470205.jpg,Watchguard,WGT470205,2471.0000,3407.0000
NWG-WGT480215,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T45-W-PoE - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT480215.jpg,Watchguard,WGT480215,6717.0000,9262.0000
NWG-WGT250065,Firewalls & Network Security,WatchGuard Standard Support for Firebox T25 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT250065.jpg,Watchguard,WGT250065,684.0000,944.0000
NWG-WGM5901601,Firewalls & Network Security,WatchGuard High Availability for M590 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM5901601.jpg,Watchguard,WGM5901601,113.0000,156.0000
NWG-WGM3900083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox M390 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM3900083.jpg,Watchguard,WGM3900083,9304.0000,12831.0000
NWG-WGM3900073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M390 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM3900073.jpg,Watchguard,WGM3900073,4889.0000,6742.0000
NWG-WGA43222001,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP432 - 1-year,https://www.leadersystems.com.au/Images/NWG-WGA43222001.jpg,Watchguard,WGA43222001,142.0000,197.0000
NWG-WGA23022105,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP230W - 5-year,https://www.leadersystems.com.au/Images/NWG-WGA23022105.jpg,Watchguard,WGA23022105,256.0000,354.0000
NWG-WGM48000213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M4800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM48000213.jpg,Watchguard,WGM48000213,45052.0000,86819.0000
NWG-WGM580001601,Firewalls & Network Security,WatchGuard High Availability for M5800 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM580001601.jpg,Watchguard,WGM580001601,113.0000,156.0000
NWG-WGM580001603,Firewalls & Network Security,WatchGuard High Availability for M5800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM580001603.jpg,Watchguard,WGM580001603,271.0000,374.0000
NWG-WGA330000,WatchGuard Blank Appliance,WatchGuard AP330 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGA330000.jpg,Watchguard,WGA330000,724.0000,970.0000
NWG-WGM690000,WatchGuard Blank Appliance,WatchGuard Firebox M690 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGM690000.jpg,Watchguard,WGM690000,7000.0000,9374.0000
NWG-WGT490215,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T45-CW - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT490215.jpg,Watchguard,WGT490215,7021.0000,9682.0000
NWG-WGTSFS30101,Firewalls & Network Security,WatchGuard Orion - 1 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSFS30101.jpg,Watchguard,WGTSFS30101,77.0000,98.0000
NWG-WGMDRT30403,Managed Detection & Response (MDR),WatchGuard Total MDR - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRT30403.jpg,Watchguard,WGMDRT30403,275.0000,328.0000
NWG-WGPAT073,Endpoint & Mobile Protection,Panda Patch Management - 3 Year - 501 to 1000 users,https://www.leadersystems.com.au/Images/NWG-WGPAT073.jpg,Watchguard,WGPAT073,40.0000,52.0000
NWG-WGA13022101,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP130 - 1-year,https://www.leadersystems.com.au/Images/NWG-WGA13022101.jpg,Watchguard,WGA13022101,85.0000,118.0000
NWG-WGA13022103,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP130 - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA13022103.jpg,Watchguard,WGA13022103,171.0000,236.0000
NWG-WGT185343,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T185,https://www.leadersystems.com.au/Images/NWG-WGT185343.jpg,Watchguard,WGT185343,4063.0000,5155.0000
NWG-WGSIEM30701,Firewalls & Network Security,WatchGuard SIEMFeeder - 1 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGSIEM30701.jpg,Watchguard,WGSIEM30701,5.0000,7.0000
NWG-WGFCI30401,Firewalls & Network Security,WatchGuard FireCloud Internet Access - 1 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30401.jpg,Watchguard,WGFCI30401,77.0000,99.0000
NWG-WGFCI30301,Firewalls & Network Security,WatchGuard FireCloud Internet Access - 1 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30301.jpg,Watchguard,WGFCI30301,89.0000,113.0000
NWG-WGMDRT30103,Managed Detection & Response (MDR),WatchGuard Total MDR - 3 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRT30103.jpg,Watchguard,WGMDRT30103,377.0000,448.0000
NWG-WGT1850075,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T185 - 5 -Year,https://www.leadersystems.com.au/Images/NWG-WGT1850075.jpg,Watchguard,WGT1850075,6963.0000,9602.0000
NWG-WGT490201,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T45-CW - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT490201.jpg,Watchguard,WGT490201,508.0000,701.0000
NWG-WGT470213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T45-PoE - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT470213.jpg,Watchguard,WGT470213,2613.0000,3604.0000
NWG-WGFCI30303,Firewalls & Network Security,WatchGuard FireCloud Internet Access - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30303.jpg,Watchguard,WGFCI30303,266.0000,338.0000
NWG-WGMDRM30101,Managed Detection & Response (MDR),WatchGuard Core MDR for Microsoft - 1 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30101.jpg,Watchguard,WGMDRM30101,99.0000,118.0000
NWG-WGT1850085,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T185 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1850085.jpg,Watchguard,WGT1850085,11823.0000,16304.0000
NWG-WGATH30703,Identity & Access Security,WatchGuard AuthPoint - 3 Year - 5001+ Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGATH30703.jpg,Watchguard,WGATH30703,38.0000,49.0000
NWG-WGFCI30603,Firewalls & Network Security,WatchGuard FireCloud Internet Access - 3 Year - 1001 to 5000 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30603.jpg,Watchguard,WGFCI30603,197.0000,250.0000
NWG-WGM58000213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M5800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM58000213.jpg,Watchguard,WGM58000213,137183.0000,201489.0000
NWG-WGT470211,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T45-PoE - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT470211.jpg,Watchguard,WGT470211,972.0000,1341.0000
NWG-WGT260083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T25-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT260083.jpg,Watchguard,WGT260083,2108.0000,2908.0000
NWG-WGMDRM30501,Managed Detection & Response (MDR),WatchGuard Core MDR for Microsoft - 1 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30501.jpg,Watchguard,WGMDRM30501,53.0000,63.0000
NWG-WGT250061,Firewalls & Network Security,WatchGuard Standard Support for Firebox T25 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT250061.jpg,Watchguard,WGT250061,263.0000,363.0000
NWG-WGT145171,Cloud & Server Security,WatchGuard APT Blocker 1-yr for Firebox T145,https://www.leadersystems.com.au/Images/NWG-WGT145171.jpg,Watchguard,WGT145171,341.0000,433.0000
NWG-WGT1450081,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T145 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT1450081.jpg,Watchguard,WGT1450081,1618.0000,2232.0000
NWG-WGT1450085,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T145 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1450085.jpg,Watchguard,WGT1450085,5869.0000,8093.0000
NWG-WGT125000,WatchGuard Blank Appliance,WatchGuard Firebox T125 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGT125000.jpg,Watchguard,WGT125000,305.0000,409.0000
NWG-WGM2900213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M290 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM2900213.jpg,Watchguard,WGM2900213,5538.0000,7638.0000
NWG-WGM2900063,Firewalls & Network Security,WatchGuard Standard Support for Firebox M290 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM2900063.jpg,Watchguard,WGM2900063,1533.0000,2114.0000
NWG-WGM2900061,Firewalls & Network Security,WatchGuard Standard Support for Firebox M290 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM2900061.jpg,Watchguard,WGM2900061,866.0000,1195.0000
NWG-WGA43022101,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP430CR - 1-year,https://www.leadersystems.com.au/Images/NWG-WGA43022101.jpg,Watchguard,WGA43022101,85.0000,118.0000
NWG-WGM58000063,Firewalls & Network Security,WatchGuard Standard Support for Firebox M5800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM58000063.jpg,Watchguard,WGM58000063,43833.0000,89199.0000
NWG-WGT14621801,Subscriptions & Licensing,WatchGuard Cloud 1-month data retention for T145-W - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGT14621801.jpg,Watchguard,WGT14621801,291.0000,370.0000
